"Match Label","Course A Canonical","Course A Subject","Course A Code","Course A Title","Course A Description","Course B Canonical","Course B Subject","Course B Code","Course B Title","Course B Description"
2,12624,"Statistics","UCI___STATS 140","Multivariate Statistical Methods","Theory and application of multivariate statistical methods. Topics include statistical inference for the multivariate normal model and its extensions to multiple samples and regression, use of statistical packages for data visualization and reduction, discriminant analysis, cluster analysis, and factor analysis.",3751,"Statistics","UCD___STA 135","Multivariate Data Analysis","Multivariate normal distribution; Mahalanobis distance; sampling distributions of the mean vector and covariance matrix; Hotellings T2; simultaneous inference; one-way MANOVA; discriminant analysis; principal components; canonical correlation; factor analysis. Intensive use of computer analyses and real data sets."
2,13668,"Literature","UCSC___LIT 111D","William Shakespeare","Study of representative works by William Shakespeare. Course topic changes; please see the Class Search for the current topic. Critical approach designations: Canons, Media. Distribution requirements: Poetry, Pre-1750.",11061,"English","UCI___ENGLISH 9","Shakespeare","Plays by William Shakespeare are used to explore the playwright’s poetic gifts,  theatrical imagination, and inquiry into human relationships and the human condition."
1,8048,"Mathematics","UCLA___MATH 70","Introduction to Probability","Introduction to probability through applications and examples. Topics include laws of large numbers, statistics, chance trees, conditional probability, Bayes' rule, continuous and discrete random variables, jointly distributed random variables, multivariate normal and conditional distributions. In-depth discussion of betting schemes in gambling, occurrence of rare events, coincidences, and statistical predictions.",2649,"Mathematics","UCD___MAT 135A","Probability","Probability space; discrete probability, combinatorial analysis; independence, conditional probability; random variables, discrete and continuous distributions, probability mass function, joint and marginal density functions; expectation, moments, variance, Chebyshev inequality; sums of random variables, random walk, large number law, central limit theorem."
1,3752,"Statistics","UCD___STA 137","Applied Time Series Analysis","Time series relationships; univariate time series models: trend, seasonality, correlated errors; regression with correlated errors; autoregressive models; autoregressive moving average models; spectral analysis: cyclical behavior and periodicity, measures of periodicity, periodogram; linear filtering; prediction of time series; transfer function models.",9491,"Statistics","UCLA___STATS 170","Introduction to Time-Series Analysis","Exploration of standard methods in temporal and frequency analysis used in analysis of numerical time-series data. Examples provided throughout, and students implement techniques discussed."
1,12975,"Economics","UCSC___ECON 121","Economic Growth","Studies economic growth from theoretical, empirical, and historical perspectives. Topics include: theories of economic growth and their empirical importance, technology and innovation, social institutions and growth, and competing explanations of the global distribution of wealth.",5921,"Economics","UCLA___ECON 164","Advanced Topics in Macroeconomics: Theory of Economic Growth","Use of neoclassical growth model to address various issues, with emphasis on quantitative analysis. Development of economic theory and application to study of long-run growth, industrial revolution, and Great Depression."
2,13466,"Film and Digital Media","UCSC___FILM 150","Screenwriting","Problems in writing for film and television are explored through the writing of original material and analysis of existing works. Various film genres, conventions, and styles, both fictional and nonfictional, are examined.  Admission by application; application materials available during the last three weeks of preceding quarter.",11117,"Film and Media Studies (FLM&MDA)","UCI___FLM&MDA 117A","Introduction to Screenwriting","Introduction to the technique and format of the screenplay, with a particular focus on its three act structural elements: coverage, treatment, and 60 beat outline. Materials Fee"
2,3881,"Wildlife, Fish, & Conservation Biology","UCD___WFC 134","Herpetology","Evolution and ecology of the world’s diverse reptiles and amphibians. Emphasis on adaptations to environments, species interactions, management, and conservation.",5765,"Ecology and Evolutionary Biology","UCLA___EE BIOL 113A","Herpetology","Exploration and summarization of evolution, ecology, life history, and conservation biology of world's reptile and amphibian fauna. Topics include conservation assessments both globally and in California, discussion sections focused on student-led critical evaluations of current literature, and in-class meetings with professional herpetologists to share their professional experiences and job opportunities."
1,1742,"Environmental Toxicology","UCD___ETX 140","Genes & the Environment","Evaluation of evidence that human health and disease susceptibility result from complex interactions between genes and the environment. Critical thinking through problem solving using the scientific method with examples of cancer, metabolic, cardiovascular, and neurological health outcomes related to environmental and genetic risk factors and mechanisms.",4173,"Anthropology|Society and Genetics","UCLA___ANTHRO M126N","Genes, Disease, and Culture","Introduction to genes, disease, and culture. Introduction to basic concepts in human genetics, expanding upon evolutionary genetic concepts learned in course 1, and survey of both inherited and infectious disease on global level. Wide range of topics include gene-culture co-evolution, niche construction theory, cultural perceptions of disease, cultural selection, biological and environmental determinism, and evolutionary origins of disease. Course is broken down into genes and genomes, Mendelian disease, complex disease, and infectious disease. Discussion of selected readings that integrate cultural perceptions with biological/genetic phenomena."
1,10909,"Economics","UCI___ECON 166","Development Economics","Uses theory and empirics to understand the economies of low- and middle-income countries. Explores the concept, determinants, and consequences of economic growth, drawing on historical and cross-country evidence. Topics include poverty, inequality, agriculture, demography, and strategies of risk management.",12975,"Economics","UCSC___ECON 121","Economic Growth","Studies economic growth from theoretical, empirical, and historical perspectives. Topics include: theories of economic growth and their empirical importance, technology and innovation, social institutions and growth, and competing explanations of the global distribution of wealth."
2,13886,"Legal Studies","UCSC___LGST 142","Anthropology of Law","An ethnographically informed consideration of law, dispute management, and social control in a range of societies including the contemporary U.S. Topics include conflict management processes, theories of justice, legal discourse, and relations among local, national, and transnational legal systems.",9828,"Anthropology","UCI___ANTHRO 127D","Anthropology of Law ","Introduces the anthropological study of law through a focus on the foundations of this subfield, its primary methodologies, and several important topics of inquiry, including policing, immigration, and structural inequalities. Provides an international perspective on law and society."
1,13886,"Legal Studies","UCSC___LGST 142","Anthropology of Law","An ethnographically informed consideration of law, dispute management, and social control in a range of societies including the contemporary U.S. Topics include conflict management processes, theories of justice, legal discourse, and relations among local, national, and transnational legal systems.",9342,"Sociology","UCLA___SOCIOL 169","Law and Society  ","Specific topics may include law in preindustrial and industrialized societies, legalization of contemporary social relations, participants' experiences of legal processes, lay perceptions of justice, social movements toward equal justice, roles of lawyers and judges, social impact of court decisions."
1,9828,"Anthropology","UCI___ANTHRO 127D","Anthropology of Law ","Introduces the anthropological study of law through a focus on the foundations of this subfield, its primary methodologies, and several important topics of inquiry, including policing, immigration, and structural inequalities. Provides an international perspective on law and society.",9342,"Sociology","UCLA___SOCIOL 169","Law and Society  ","Specific topics may include law in preindustrial and industrialized societies, legalization of contemporary social relations, participants' experiences of legal processes, lay perceptions of justice, social movements toward equal justice, roles of lawyers and judges, social impact of court decisions."
2,844,"Cinema & Digital Media","UCD___CDM 020","Filmmaking Foundations","Introduction to filmmaking concepts, principles, and methods. Emphasis on form, content and historical dialectic between classical narrative filmmaking conventions and artists' challenges to these conventions.",6545,"Film and Television","UCLA___FILM TV 4","Introduction to Art and Technique of Filmmaking","Students acquire understanding of practical and aesthetic challenges undertaken by artists and professionals in making of motion pictures and television. Examination of film as both art and industry: storytelling, sound and visual design, casting and performance, editing, finance, advertising, and distribution. Exploration of American and world cinema from filmmaker's perspective. Honing of analytical skills and development of critical vocabulary for study of filmmaking as technical, artistic, and cultural phenomenon."
2,840,"Cinema & Digital Media","UCD___CDM 001","Introduction to Film Studies","Analysis of film form and narrative, including cinematography, editing, and sound. Issues in film studies including authorship, stardom, race, gender, class, and cultural identity. Introduction to selected cinematic movements and national film traditions.",11104,"Film and Media Studies (FLM&MDA)","UCI___FLM&MDA 85","Introduction to Film and Visual Analysis","Introduces the language and techniques of visual and film analysis. Teaches students to analyze the moving image; emphasize framing, camera movement, and sound; and conveys how editing produces meaning, reproduces historical ideologies, fosters or disrupts narrative, and cues spectators. Materials Fee"
2,873,"Cinema & Digital Media|Science & Technology Studies","UCD___CDM 151","Media Theory","Critical and theoretical approaches to the emergence of new technologies since the invention of photography. Examine various approaches to media; formalist, semiotic, structuralist, Frankfurt School, cybernetics, visual and gamer theory.",11112,"Film and Media Studies (FLM&MDA)","UCI___FLM&MDA 110","Film and Media Theory","Survey of major directions in film and media theory. Various theories of mass culture, realism, auteurism, semiotics, feminism, cultural studies, and theories of other media, with an emphasis on developing the student’s ability to analyze and articulate a theoretical argument. Materials Fee"
2,840,"Cinema & Digital Media","UCD___CDM 001","Introduction to Film Studies","Analysis of film form and narrative, including cinematography, editing, and sound. Issues in film studies including authorship, stardom, race, gender, class, and cultural identity. Introduction to selected cinematic movements and national film traditions.",13463,"Film and Digital Media","UCSC___FILM 20A","Introduction to Film Studies","An introduction to the basic elements, range, and diversity of cinematic representation and expression. Aesthetic, theoretical, and critical issues are explored in the context of class screenings and critical readings. If space allows, restrictions may be lifted after priority enrollment."
1,13632,"Film and Digital Media","UCSC___FILM 136D","Documentary Film and Video","Explores the category of nonfiction through a historical and theoretical study of documentary in film and video. Addresses ethnographic film, Soviet and Griersonian documentary, cinema verite and/or other selected documentary texts and the issues of representation they raise.",855,"Cinema & Digital Media","UCD___CDM 104","Documentary Production","Traditional and new forms of documentary, with focus on technocultural issues. Skills and strategies for producing work in various media. Progression through all stages of production, from conception through post-production to critique."
1,13632,"Film and Digital Media","UCSC___FILM 136D","Documentary Film and Video","Explores the category of nonfiction through a historical and theoretical study of documentary in film and video. Addresses ethnographic film, Soviet and Griersonian documentary, cinema verite and/or other selected documentary texts and the issues of representation they raise.",3768,"Technocultural Studies","UCD___TCS 155","Introduction to Documentary Studies","Recent evolution of the documentary. The personal essay film; found-footage/appropriation work; non-linear, multi-media forms; spoken word; storytelling; oral history recordings; and other examples of documentary expression."
0,1806,"Film Studies","UCD___FMS 127","Film Theory","Survey of the conceptual frameworks used to study film (including semiotics, psychoanalysis, spectatorship, auteur, genre and narrative theories). Historical survey of major film theorists.",6545,"Film and Television","UCLA___FILM TV 4","Introduction to Art and Technique of Filmmaking","Students acquire understanding of practical and aesthetic challenges undertaken by artists and professionals in making of motion pictures and television. Examination of film as both art and industry: storytelling, sound and visual design, casting and performance, editing, finance, advertising, and distribution. Exploration of American and world cinema from filmmaker's perspective. Honing of analytical skills and development of critical vocabulary for study of filmmaking as technical, artistic, and cultural phenomenon."
2,1806,"Film Studies","UCD___FMS 127","Film Theory","Survey of the conceptual frameworks used to study film (including semiotics, psychoanalysis, spectatorship, auteur, genre and narrative theories). Historical survey of major film theorists.",6553,"Film and Television","UCLA___FILM TV 103A","Film Theory","Survey of classical theoretical concepts and movements since the early 20th century, engaging some of the key contributions to studies of the moving image. Examination of imaging and sound capture techniques drawing from science studies, film, philosophy, feminism, and decolonial theory. Discussion of the transformation of film as an art form and the transformation of critical thinking about film and other related media. Focus on the presentation of a variety of films that have inspired critical thought or have challenged the existing knowledge about film. Exploration, through intensive writing, of different forms of college-level writing from close reading of images, sounds, texts, to critical thinking and research papers."
0,7573,"Italian","UCLA___ITALIAN 121","Literature and Film","Comparative study of specific literary works and their adaptation into film and of different techniques in two media and forms of expression. Texts include literary works, screenplays, and works on literary and film theory.",4593,"Asian American Studies|Chinese|Comparative Literature","UCLA___COM LIT M171","Chinese Immigrant Literature and Film","Knowledge of Chinese not required. In-depth look at Chinese immigrant experience by reading literature and watching films. Theories of diaspora, gender, and race to inform thinking and discussion of relevant issues."
0,8818,"Portuguese","UCLA___PORTGSE 141A","Literature and Film in Portuguese","Taught in English. Study of intertextuality and dialogism, interactions between literary and cinematic fields, question of fidelity, and equivalents between literary and cinematic expression in Portuguese-speaking world.",11252,"German","UCI___GERMAN 103","Topics in German Film","Introduction to the history and interpretation of German film within its cultural and social contexts. Enhances German grammar knowledge and vocabulary and develops sophisticated speaking, writing, and reading skills."
2,11902,"Music","UCI___MUSIC 45","History of Film Music","Course provides an overview of film music history. Special emphasis will be placed on developing an analytic vocabulary for musical elements and cultivating an understanding of how music can function within a film.",8364,"Musicology","UCLA___MUSCLG 7","Film and Music","History of music and cinema, particularly ways music is used to produce meanings in conjunction with visual image. Credit for both courses 7 and 177 not allowed."
2,11902,"Music","UCI___MUSIC 45","History of Film Music","Course provides an overview of film music history. Special emphasis will be placed on developing an analytic vocabulary for musical elements and cultivating an understanding of how music can function within a film.",2788,"Music","UCD___MUS 115","History of Film Music","Film music from silent films to movies of the past decade. How music supports and shapes film narrative and structure. Use of jazz, rock and classical music in film."
2,8364,"Musicology","UCLA___MUSCLG 7","Film and Music","History of music and cinema, particularly ways music is used to produce meanings in conjunction with visual image. Credit for both courses 7 and 177 not allowed.",2788,"Music","UCD___MUS 115","History of Film Music","Film music from silent films to movies of the past decade. How music supports and shapes film narrative and structure. Use of jazz, rock and classical music in film."
1,844,"Cinema & Digital Media","UCD___CDM 020","Filmmaking Foundations","Introduction to filmmaking concepts, principles, and methods. Emphasis on form, content and historical dialectic between classical narrative filmmaking conventions and artists' challenges to these conventions.",11104,"Film and Media Studies (FLM&MDA)","UCI___FLM&MDA 85","Introduction to Film and Visual Analysis","Introduces the language and techniques of visual and film analysis. Teaches students to analyze the moving image; emphasize framing, camera movement, and sound; and conveys how editing produces meaning, reproduces historical ideologies, fosters or disrupts narrative, and cues spectators. Materials Fee"
0,13632,"Film and Digital Media","UCSC___FILM 136D","Documentary Film and Video","Explores the category of nonfiction through a historical and theoretical study of documentary in film and video. Addresses ethnographic film, Soviet and Griersonian documentary, cinema verite and/or other selected documentary texts and the issues of representation they raise.",6545,"Film and Television","UCLA___FILM TV 4","Introduction to Art and Technique of Filmmaking","Students acquire understanding of practical and aesthetic challenges undertaken by artists and professionals in making of motion pictures and television. Examination of film as both art and industry: storytelling, sound and visual design, casting and performance, editing, finance, advertising, and distribution. Exploration of American and world cinema from filmmaker's perspective. Honing of analytical skills and development of critical vocabulary for study of filmmaking as technical, artistic, and cultural phenomenon."
0,840,"Cinema & Digital Media","UCD___CDM 001","Introduction to Film Studies","Analysis of film form and narrative, including cinematography, editing, and sound. Issues in film studies including authorship, stardom, race, gender, class, and cultural identity. Introduction to selected cinematic movements and national film traditions.",11112,"Film and Media Studies (FLM&MDA)","UCI___FLM&MDA 110","Film and Media Theory","Survey of major directions in film and media theory. Various theories of mass culture, realism, auteurism, semiotics, feminism, cultural studies, and theories of other media, with an emphasis on developing the student’s ability to analyze and articulate a theoretical argument. Materials Fee"
